rep,cell,true_effect,true_rho,dataset_sha256,M1_evaluable,M2_evaluable,estimate_difference_M2_minus_M1,se_difference_M2_minus_M1,M1_rejected,M2_rejected,M1_covered,M2_covered,M1_singular,M2_singular
134,P7_A_NULL_RHO0,0.0,0.0,5a709073c53b58e81d7d29871fb8573b387cbb894dad6db2fe7b7524027adcf9,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
134,P7_B_NULL_RHO30,0.0,0.3,a53cb77c82cbc3ec711814f9c40c676c65bd2c03df7b2fdbef8f912dd9035e1a,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
134,P7_C_EFFECT_RHO0,0.1,0.0,1f6a167686977f3e72a05a1d89bc7a06c40ff1c9bf9f2b3a8e6e50c3187de114,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
134,P7_D_EFFECT_RHO30,0.1,0.3,cbcc604473180d97373a373b8c76c974a5de394a2c46ebb6c3cc92f9e21b21e1,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
135,P7_A_NULL_RHO0,0.0,0.0,6bd9461c382963b82b8a3134a4caa8e725f12129a094688c3c0154332521b1de,True,True,0.0002000000000000001,-0.0005999999999999998,0.0,0.0,1.0,1.0,True,True
135,P7_B_NULL_RHO30,0.0,0.3,158ab8a3be955aee22b0ffb07beb4ebee2756a61e21037b810072f5c8d8e4020,True,True,0.0002000000000000001,-0.0005999999999999998,0.0,0.0,1.0,1.0,True,True
135,P7_C_EFFECT_RHO0,0.1,0.0,c00ab863a1d9b4e84da32aa3e84b30638f20429cb26d60d2811f0c1c30c1fc77,True,True,0.00010000000000000286,-0.00020000000000000226,1.0,1.0,1.0,1.0,False,False
135,P7_D_EFFECT_RHO30,0.1,0.3,aba24c4e02c01b9f44e72bc61b8a579faac26d3e09c0f81597e968b22e6a48f8,True,True,0.00010000000000000286,-0.0002999999999999982,1.0,1.0,1.0,1.0,False,False
136,P7_A_NULL_RHO0,0.0,0.0,8a357a9c7874c5ceb2ae9bfccc8870feb6fea08609f594ee96a42c82bdf9ccbc,True,True,0.00010000000000000286,-0.0011999999999999997,0.0,0.0,1.0,1.0,True,True
136,P7_B_NULL_RHO30,0.0,0.3,e96010c2b5368ffd201087ae198c42b5c84d09e967d31db35cf38b50a468b38b,True,True,9.99999999999994e-05,-0.0010000000000000009,0.0,0.0,1.0,1.0,False,True
136,P7_C_EFFECT_RHO0,0.1,0.0,e29c26a58bda0f9838ef2de08cbf5eac4a10becf8e61945da12fa34b3a51551b,True,True,0.00010000000000000286,-0.0011000000000000003,1.0,1.0,1.0,1.0,True,True
136,P7_D_EFFECT_RHO30,0.1,0.3,619fc3bc93697b5b4e189507d04a276164d1bc7f209b308e8ad70c754ca91609,True,True,0.00010000000000000286,-0.0010000000000000009,1.0,1.0,1.0,1.0,True,True
137,P7_A_NULL_RHO0,0.0,0.0,a5e5225264ec98f03c420933e3afd0ce1e5ce0e2ae1ccdf83ed781cc9222514d,True,True,0.0003999999999999993,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
137,P7_B_NULL_RHO30,0.0,0.3,3366663c03d69776260fd56be2550c8569f35bbb495d366790a63cad02f57065,True,True,0.0002999999999999999,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
137,P7_C_EFFECT_RHO0,0.1,0.0,2dd10e4ed5aabe6b3cfbe70e53a36ddefe8389e69bb7fdc5857eb71a10588a05,True,True,0.0002999999999999947,-0.00040000000000000105,1.0,1.0,1.0,1.0,True,True
137,P7_D_EFFECT_RHO30,0.1,0.3,8d9548e1657bc2dcfeb5c1e054d5ae92d733810ac2ebac30ebd198d0c7ffc95e,True,True,0.0003999999999999976,-0.00040000000000000105,1.0,1.0,1.0,1.0,True,True
138,P7_A_NULL_RHO0,0.0,0.0,fc9fd38a2040bab3296c8b506af6c0cdfaebd30e1a2db6b810eef4f355c3633e,True,True,0.0,9.99999999999994e-05,1.0,1.0,0.0,0.0,True,True
138,P7_B_NULL_RHO30,0.0,0.3,3c1bd12bc258a08a375cf549d057089e1d5a32cd98d77251eb746c45d0eb8eba,True,True,-0.00010000000000000286,0.00020000000000000226,1.0,1.0,0.0,0.0,True,True
138,P7_C_EFFECT_RHO0,0.1,0.0,17e444ce4e3a8eded4fc8bbae8bae02e8ff66af0554b7a68fefeaa5da9efa76e,True,True,-9.999999999998899e-05,0.0,1.0,1.0,1.0,1.0,True,True
138,P7_D_EFFECT_RHO30,0.1,0.3,621be1313ac87573c601111d37079b8ee3a5b5f4b4a19d9bf8241d6277836e74,True,True,-0.00040000000000001146,-0.0007000000000000027,1.0,1.0,1.0,1.0,True,True
139,P7_A_NULL_RHO0,0.0,0.0,64f9eaf32536e7d42c7f51b43dee8fb61c8391094fde3f5a053b82e6464dddbb,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
139,P7_B_NULL_RHO30,0.0,0.3,4ad07476ec23114c2ff1a2f07eef36cb730be11de136a4be31e6b30ed91b4b7e,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
139,P7_C_EFFECT_RHO0,0.1,0.0,600654ebb32659d5bc802de10097a3b3a604838bb0897c7f5ec637254d760f2f,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
139,P7_D_EFFECT_RHO30,0.1,0.3,005242f396e08ebee63be3d084ce5a4baad3ae6fb26ea63f00ea7fe0cc41099a,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
140,P7_A_NULL_RHO0,0.0,0.0,ca83b5a7a2314b6b2db0d71d231c9c8ce2e480663c4287cf6b840d1c3116d75e,True,True,-0.0001999999999999988,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,False
140,P7_B_NULL_RHO30,0.0,0.3,768c7122eae085cdff4de6ca309da2ed72f601e2d0c211bbddeed1fbdf9a5f33,True,True,-0.00030000000000000165,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,False
140,P7_C_EFFECT_RHO0,0.1,0.0,be51764ae90aa1046aa7127c09ef6b4e07af8358e6fb9be003786f27a08ee501,True,True,-0.0002999999999999947,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,True
140,P7_D_EFFECT_RHO30,0.1,0.3,5a8c268f305e71943af0b796b89933bfc5c87bd3ed6b944dcc0615d86fd9286a,True,True,-0.0003000000000000086,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,True
141,P7_A_NULL_RHO0,0.0,0.0,76000be85e6d3a50ad9633466c69dd98bf2cae5cbaebdc7fd4bba6292cfe91c9,True,True,-9.99999999999994e-05,0.0002999999999999982,0.0,0.0,1.0,1.0,True,False
141,P7_B_NULL_RHO30,0.0,0.3,84fd58281d71aec3579fd4ff00f76e47932a50cd970e7f9d63b33ca53ab602f6,True,True,0.0,0.0002999999999999982,0.0,0.0,1.0,1.0,True,False
141,P7_C_EFFECT_RHO0,0.1,0.0,19a1af57970dc0c76c2f8fac1af101ec024ee3f9ca1b5e3011581c0dfd577bac,True,True,-0.00020000000000000573,0.00010000000000000286,1.0,1.0,1.0,1.0,True,False
141,P7_D_EFFECT_RHO30,0.1,0.3,0cead89ec30a1182e1cb38cd75f3b4f1aed62eec02a55b68ec3cf9ba7b3555fc,True,True,-9.999999999998899e-05,-0.0002999999999999982,1.0,1.0,1.0,1.0,True,False
142,P7_A_NULL_RHO0,0.0,0.0,6dd4c58b2f6b1f55412c28a1e8b867d7746c860cd7b080f1c9fe8ee807dc6951,True,True,0.0007999999999999986,-0.0006999999999999992,0.0,0.0,1.0,1.0,True,True
142,P7_B_NULL_RHO30,0.0,0.3,02c50a730686cf28a9076268f025ae6ba60cefb4a7e9aef8464b180a4fb5a8a8,True,True,0.0008000000000000021,-0.0005999999999999998,0.0,0.0,1.0,1.0,True,True
142,P7_C_EFFECT_RHO0,0.1,0.0,aa58dd432db1c094960493e0540ec13ee6010fd1bf9a24688bc7bb9121479fdd,True,True,0.0007999999999999952,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,True
142,P7_D_EFFECT_RHO30,0.1,0.3,9bfd841e29db086370307dca1bb1fa5b53511257c9062ecc771ca69671ca0c2c,True,True,0.0007000000000000062,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,True
143,P7_A_NULL_RHO0,0.0,0.0,d549826754c9c2990f685d70e342bba62301ddf55546929f4abf32cf971c1479,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
143,P7_B_NULL_RHO30,0.0,0.3,6e0570bcfcfcba7fb85e21b5f6f4624e915a545e1b45bded693f28f5e39564f9,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
143,P7_C_EFFECT_RHO0,0.1,0.0,7e40b69c92c9f28ccbafdf400e4b45d3fe3005446b8dd2f25c2a41e31914dbce,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
143,P7_D_EFFECT_RHO30,0.1,0.3,59df160e1c8db225f3d6294e723f054d9de633dea3ec902cd822358f859e468c,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
144,P7_A_NULL_RHO0,0.0,0.0,29fb855f1a17a3f00c0085d0c3c52686be54fafa5075df0ecf910b4d95904907,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
144,P7_B_NULL_RHO30,0.0,0.3,86de8d634056b134bb8a97b8061d52ab74ea1e1d1e10bdc7ab4b73577e883b94,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
144,P7_C_EFFECT_RHO0,0.1,0.0,7f7b6be85a582d561dcca5fc335a98d371b8f6959881bf1a1c7c6c0c2b7052d2,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
144,P7_D_EFFECT_RHO30,0.1,0.3,f37a62800daeb1003f35509b43eb993fab166927712f2b3003a70b455b6f6232,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
145,P7_A_NULL_RHO0,0.0,0.0,55672478fe78c611304a9668c00e1d3b40be83ce9cf441d829f706fada7f37d1,True,True,0.0005999999999999998,-0.0024999999999999988,0.0,0.0,1.0,1.0,True,True
145,P7_B_NULL_RHO30,0.0,0.3,4a0038bbc9f961dabc18c9206dc77efd78f30805814363cebe6db614a9147401,True,True,0.0005000000000000004,-0.0023999999999999994,0.0,0.0,1.0,1.0,True,True
145,P7_C_EFFECT_RHO0,0.1,0.0,773b2cefde3817b9ef73bb80d03fd3253d1ed4e5cd6723fbc6167de548dd9b0c,True,True,0.0005999999999999894,-0.002400000000000003,1.0,1.0,1.0,1.0,True,True
145,P7_D_EFFECT_RHO30,0.1,0.3,dbfb18bba38c4b9adff58dbdb45a06a1b2c3c1f75f7b6d694212c9f32bfd4c3b,True,True,0.0005000000000000004,-0.002400000000000003,1.0,1.0,1.0,1.0,True,True
146,P7_A_NULL_RHO0,0.0,0.0,a1e13ad50da4ee0a3567955ee445c5aa1402cff0a4a77703948dbec566db5657,True,True,0.0004000000000000002,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
146,P7_B_NULL_RHO30,0.0,0.3,fbde13a6cf20e45e03eaed001011d71ddc8ff8b68d862c749ca19b1b98bb11cc,True,True,0.0003999999999999993,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,True
146,P7_C_EFFECT_RHO0,0.1,0.0,529441adfc0ea47038e833eabc0b6200d89fc15ade2b85558dd61bea5042a2b7,True,True,0.0003999999999999976,-0.0005999999999999998,1.0,1.0,1.0,1.0,True,True
146,P7_D_EFFECT_RHO30,0.1,0.3,81525f8e7618147e095e28bea2bd138ecea9bf4cbb7b0aceb7de29364c1ef555,True,True,0.0003999999999999976,-0.0005999999999999998,1.0,1.0,1.0,1.0,True,True
147,P7_A_NULL_RHO0,0.0,0.0,04ea57321a0707b70b870279387805aa1178892aff1cbc92031d6974a1775ae1,True,True,-0.00010000000000000113,-9.99999999999994e-05,0.0,0.0,1.0,1.0,True,False
147,P7_B_NULL_RHO30,0.0,0.3,a1ca3e89c23e7a3bb495a251053d6f3a5fb3b86d741d51b2bb60ef21bed49588,True,True,-9.99999999999994e-05,-0.00020000000000000226,0.0,0.0,1.0,1.0,True,False
147,P7_C_EFFECT_RHO0,0.1,0.0,562dd8cd00c5ff42bc166dd31d14c2166a8821c2d9c11460d75a9d1ce0ee46b5,True,True,-9.999999999998899e-05,-0.0001999999999999988,1.0,1.0,1.0,1.0,True,False
147,P7_D_EFFECT_RHO30,0.1,0.3,2f5002224ec758a0d092fc3f013b6ece3b635a9870ebf83bba2025e0a15dcfd6,True,True,0.0,9.99999999999994e-05,1.0,1.0,1.0,1.0,False,False
148,P7_A_NULL_RHO0,0.0,0.0,6894b6b7957eb0d1876008bd1da93981361bd8839fca9e853ad3c734f77e7762,True,True,9.99999999999994e-05,0.0,0.0,0.0,1.0,1.0,True,True
148,P7_B_NULL_RHO30,0.0,0.3,6f9230f5efe08a8945a53cab77d3598ff79ed7089a20e905d49367f5eeb95ebb,True,True,9.99999999999994e-05,0.0,0.0,0.0,1.0,1.0,True,True
148,P7_C_EFFECT_RHO0,0.1,0.0,22b35a4a07ad6a0da1ee093cd8c480a4c54db29e3c9e62eef70b675a39b87de0,True,True,0.00020000000000000573,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
148,P7_D_EFFECT_RHO30,0.1,0.3,3d8f163b32752f2c33faec92380f4d688e0bfea773c09258d5aca0b8ff6b2cb2,True,True,0.00010000000000000286,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
149,P7_A_NULL_RHO0,0.0,0.0,5c218b8ba26b8bff825b40f47a00a93e7c10545c3726628e3981742d7033986a,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
149,P7_B_NULL_RHO30,0.0,0.3,8d6a938adf0b74c33d8030fb267f8d5904643855dcc3da04069e69c738c51016,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
149,P7_C_EFFECT_RHO0,0.1,0.0,5db0c12f8d8dceda467d2b4c2118d1515c6c39488cfedb20cd28f1c49b15859a,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
149,P7_D_EFFECT_RHO30,0.1,0.3,ae37f031d33bcf55e4d753b4ef1dea2cd6f2216c96fc73eaa19701967a8acd2b,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
150,P7_A_NULL_RHO0,0.0,0.0,4a1c449ce8da9e910ad7415b61cfe0f3fc2b5f470ec1f5a3362d36286902e916,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
150,P7_B_NULL_RHO30,0.0,0.3,3e9fc2fcf82c2b8b52f4ceeba469e55f9704c2721f43ec4fde4e8df62904eb0c,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
150,P7_C_EFFECT_RHO0,0.1,0.0,0194378b108bb8e494dcfa7bbac8f6b8ccf05645eeb11aba3f419a8b912c7a36,True,True,-9.999999999998899e-05,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,False
150,P7_D_EFFECT_RHO30,0.1,0.3,91776ce825c208cafb2d679efd60e4916211802a9b78f2cdb6ff8690502aa144,True,True,-0.00010000000000000286,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,False
151,P7_A_NULL_RHO0,0.0,0.0,2ae3c0ddba66110c79d970a33493d624174da921979f0b08534a6d77354e3b4a,True,True,0.0,-9.99999999999994e-05,0.0,0.0,1.0,1.0,True,True
151,P7_B_NULL_RHO30,0.0,0.3,54ce021c531d69484e064c199d47bee39145c36d3f55dab749725449accbcb5f,True,True,-9.99999999999994e-05,-0.0001999999999999988,0.0,0.0,1.0,1.0,True,True
151,P7_C_EFFECT_RHO0,0.1,0.0,6341245acc429ca70262e05e6c1068c0bcde8b6259c448f68180a076ec734031,True,True,0.0003999999999999976,-0.0016000000000000007,1.0,1.0,1.0,1.0,True,True
151,P7_D_EFFECT_RHO30,0.1,0.3,9ace4648bf66f8719265c1b716e9fa887e374f46c86ecb5cae9fd940b3b999aa,True,True,0.0003999999999999976,-0.0013999999999999985,1.0,1.0,1.0,1.0,True,True
152,P7_A_NULL_RHO0,0.0,0.0,9c5a586adece637911ee27975b93ed4d88a23aa2fbe9c431de51ac31d1bb8643,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
152,P7_B_NULL_RHO30,0.0,0.3,c6a08aa2ddcf02d237eacceee819a6f14137e9adbd56a5ec45efa87421d5f8cb,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
152,P7_C_EFFECT_RHO0,0.1,0.0,9393a9de81b139fa1e308164e6e77ce480464bbd1f701904a6390ec5e2b24280,True,True,0.00010000000000000286,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
152,P7_D_EFFECT_RHO30,0.1,0.3,4ca51efab9afc3cb17ca7fa801b5a1aa1633c8c19d1214792eaa91ca3cd81c6f,True,True,0.0,-9.99999999999994e-05,1.0,1.0,1.0,1.0,True,True
153,P7_A_NULL_RHO0,0.0,0.0,0b45a9fd38aabb1a9d70c4784bc6a1163affbc96199d8f675e0d06613ab0849d,True,True,0.0012999999999999956,-0.001299999999999999,1.0,1.0,0.0,0.0,True,True
153,P7_B_NULL_RHO30,0.0,0.3,0a9a184e85fbdd692d6fbc45ea90828eff9e5db436cc529c5d7f3452f4936659,True,True,0.0012000000000000066,-0.0011999999999999997,1.0,1.0,0.0,0.0,True,True
153,P7_C_EFFECT_RHO0,0.1,0.0,f1f917d1d2c7036ac2432594c7f1844942464c4517e07031ea1dff5c63cc9db4,True,True,0.0012999999999999956,-0.001400000000000002,1.0,1.0,0.0,0.0,True,True
153,P7_D_EFFECT_RHO30,0.1,0.3,69e0b01825f05e9962b3244eec319b096c0a4ce07054dab21b4f71a56880177f,True,True,0.0012999999999999956,-0.0013000000000000025,1.0,1.0,0.0,0.0,True,True
154,P7_A_NULL_RHO0,0.0,0.0,b4326e1c5d13a2da0a576cc2741a8f89a6592eeada2b2bafa8c6a229f52e8418,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
154,P7_B_NULL_RHO30,0.0,0.3,4429d7a137b9afcfa02ed863214fc09faa5553d5fbcdfbb29ed44f17978029a8,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
154,P7_C_EFFECT_RHO0,0.1,0.0,c4f171ab50c8d28faf32a93a0a7583967fe4c52f46a1af96b8634a3e65bbfdd7,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
154,P7_D_EFFECT_RHO30,0.1,0.3,6beb9d94fb42977966e6743463fb1166500659f79c2a9a5a6d12dd7072b7b753,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
155,P7_A_NULL_RHO0,0.0,0.0,a3467c667a13d1c2da7025ed1d6b46388992e91e727e357f8674e57f3864776a,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,False
155,P7_B_NULL_RHO30,0.0,0.3,0007e77127e615602231f7a37bb3d87a601e12db4faea86acbbdb9605cc7e261,True,True,-0.00010000000000000113,-9.99999999999994e-05,0.0,0.0,1.0,1.0,True,False
155,P7_C_EFFECT_RHO0,0.1,0.0,469c4719be238312e3097096a0e89526f4ab1de1bae922726ecfac57b6115420,True,True,-9.999999999998899e-05,0.0,1.0,1.0,1.0,1.0,True,True
155,P7_D_EFFECT_RHO30,0.1,0.3,1d7855b1f4e157847e71145e395239777111d920a823c0273e2cba91be507d30,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
156,P7_A_NULL_RHO0,0.0,0.0,6a20438eab5b30cf152f2bf2258d12b63af265fc6c44e587dbde147a1e1da651,True,True,9.99999999999994e-05,-0.00040000000000000105,0.0,0.0,1.0,1.0,True,True
156,P7_B_NULL_RHO30,0.0,0.3,b0206fb5d31707f7aa01afb66e3332e34e45a0b11c3ba61782c6a14075a07388,True,True,0.00019999999999999966,-0.00040000000000000105,0.0,0.0,1.0,1.0,True,True
156,P7_C_EFFECT_RHO0,0.1,0.0,cb9bfe79c4727abcb5c77b000825bea963f1fee30eee05b5268580ab29a3f78e,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
156,P7_D_EFFECT_RHO30,0.1,0.3,d7e39ff777cdbbc351111aeaa5462c4a5b0e33857482b14c330791a1002f0115,True,True,0.00010000000000000286,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,True
157,P7_A_NULL_RHO0,0.0,0.0,ea0577d981b709eef47723cb21ebe41330e25fb14d264abe7cd7189b90cd0d8a,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
157,P7_B_NULL_RHO30,0.0,0.3,c91c38ff75041daed43ca1a473d897f64104634acb084a7370530eaeebe45fb2,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
157,P7_C_EFFECT_RHO0,0.1,0.0,063d7e3584cae6295612325fb87286ba4c9f1675a9cf90ced59b5835f79bb383,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
157,P7_D_EFFECT_RHO30,0.1,0.3,6400844a4ffa912471ac3d25d20d200cd055e3407e99d92828172a435d0bf867,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
158,P7_A_NULL_RHO0,0.0,0.0,ee8f68f2a130be315fbeba31eb934a74a8692cbb57068bd2055717b153454737,True,True,0.0,0.0,1.0,1.0,0.0,0.0,True,True
158,P7_B_NULL_RHO30,0.0,0.3,fd01335b603682c05c3153f7be2c4e3fdf177952aab11196982839d590ef959b,True,True,0.0,0.0,1.0,1.0,0.0,0.0,True,True
158,P7_C_EFFECT_RHO0,0.1,0.0,3e6559a951902f00a66d3b043633b1d405970e8651762a5d3857ac5e8210d7a3,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
158,P7_D_EFFECT_RHO30,0.1,0.3,e50c7b972362e0551ad1a0e1fda1d52f70f96a4aa78f611e9e6a9d9db5bf25e9,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
159,P7_A_NULL_RHO0,0.0,0.0,125457057958f0a42a03db29248549c58df3e5d6847e97c5f2ff29a6f36a2f14,True,True,-0.0002999999999999999,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,False
159,P7_B_NULL_RHO30,0.0,0.3,477e777fc4423b3b2ee218926405941d98e9570675ab11a18262e6c87ac985a2,True,True,-0.0002999999999999999,-0.0005000000000000004,0.0,0.0,1.0,1.0,True,False
159,P7_C_EFFECT_RHO0,0.1,0.0,3b7e7cc004ff719697e3ab2e571652f8ec33fea961ba7c6bfe1077f07b68fb61,True,True,-0.0002999999999999947,-0.0005999999999999998,1.0,1.0,1.0,1.0,True,False
159,P7_D_EFFECT_RHO30,0.1,0.3,f15f7fbb460c375ff6ce71115cdea7427ab65ad940a605e4f33861c2ceb792ca,True,True,-0.0002999999999999947,-0.0005000000000000004,1.0,1.0,1.0,1.0,True,False
160,P7_A_NULL_RHO0,0.0,0.0,679b363713f179e5e46d4abb98a748626ca391ddd39f7faf182b7a0aa52b5de4,True,True,0.00020000000000000226,0.0,0.0,0.0,1.0,1.0,True,True
160,P7_B_NULL_RHO30,0.0,0.3,665a1705b0fa3bd2c15ad99829c1b199cf4a1b6e0fd5b986be2735177c15e41e,True,True,0.00020000000000000226,0.0,0.0,0.0,1.0,1.0,True,True
160,P7_C_EFFECT_RHO0,0.1,0.0,1b0ce9480e68eacc5cdc1028ed52bcd14037b0ab9a68b75bfc34f5226cbd4984,True,True,0.00020000000000000573,-0.00010000000000000286,1.0,1.0,1.0,1.0,True,True
160,P7_D_EFFECT_RHO30,0.1,0.3,5ab46517426fee4a3f513dbb48b258c1333b6f6f7c18f369974c2c3395bdd061,True,True,0.00020000000000000573,-0.00010000000000000286,1.0,1.0,1.0,1.0,True,True
161,P7_A_NULL_RHO0,0.0,0.0,12a22d341bed80da6be9c710f94a0a1cc4cbc6780a30f882f27dec788b989cb9,True,True,0.0,-0.0015000000000000013,0.0,0.0,1.0,1.0,True,True
161,P7_B_NULL_RHO30,0.0,0.3,0ecebcea1ed40da25f183454326ec6de486a68f7cd65b286add1df2ccdd04d55,True,True,0.0,-0.0015000000000000013,0.0,1.0,1.0,0.0,True,True
161,P7_C_EFFECT_RHO0,0.1,0.0,d8ece45ef0c1208dca848e41f4149084130b4388026627c3c543e8395cfe818d,True,True,0.0,-0.002100000000000001,1.0,1.0,1.0,1.0,True,True
161,P7_D_EFFECT_RHO30,0.1,0.3,c27f2a81338e6eb94b79fa1092ca754d1108aa721a90603cb7cd2cf5ee33f46c,True,True,-9.999999999998899e-05,-0.0020000000000000018,1.0,1.0,1.0,1.0,True,True
162,P7_A_NULL_RHO0,0.0,0.0,aaae3fe92a57a03dcceff1ebe94955ad817be3c60e0830cb3e2a2e216357c02b,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
162,P7_B_NULL_RHO30,0.0,0.3,3506bee11aaa13fc2fbcbddb7779eb319fc008d4391551f94e0465c109c1f606,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
162,P7_C_EFFECT_RHO0,0.1,0.0,b0dd53562ec3fc5fac17b83fc27729fb5990de1f2fbb1f8b2402403654a18eac,True,True,0.0,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
162,P7_D_EFFECT_RHO30,0.1,0.3,c314843e5c63c34071038d15cd928c0d51a67f9497e71565ae08613c06500df1,True,True,-0.00010000000000000286,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
163,P7_A_NULL_RHO0,0.0,0.0,f495a939b80cbe8e8b560febe86b717d11c6dd459f5c331f4183a542313caf46,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
163,P7_B_NULL_RHO30,0.0,0.3,e130bef9654925cb141dcbab319fe68ff23e14038fb628516cbedb5f61a82b4e,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
163,P7_C_EFFECT_RHO0,0.1,0.0,cb55e14aceb9dd86fe244b11bb425e292b91fabaf0af65616eace85f7a3f1100,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
163,P7_D_EFFECT_RHO30,0.1,0.3,ef8ca028b68055cd9410be5718b2ad267e5cfa451f2ceaea0e43788ed5909988,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
164,P7_A_NULL_RHO0,0.0,0.0,d3556e981e0557c10428dd7985aa8b827a3fb450a0dfd5555780a6b1c602942f,True,True,9.99999999999994e-05,0.0,0.0,0.0,1.0,1.0,True,True
164,P7_B_NULL_RHO30,0.0,0.3,f0bebcf1b92a04483c32005aafa4ad468eba890cf9fd1052941d80738663b2df,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
164,P7_C_EFFECT_RHO0,0.1,0.0,bc78bb5ddd17273cc26b8f8aa990f097d11f68dabc1c26ef49683298857395ea,True,True,0.00020000000000000573,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
164,P7_D_EFFECT_RHO30,0.1,0.3,cfda7865629240c562d87a25bfe13bc0fa6a92b340bcc0d3c4aef471291618d6,True,True,0.00020000000000000573,-0.00020000000000000226,1.0,1.0,1.0,1.0,True,True
165,P7_A_NULL_RHO0,0.0,0.0,07516d71cd433cb5ac91d1665ba05e5c37c811735d382f9e6aaecc7259f4f15c,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
165,P7_B_NULL_RHO30,0.0,0.3,f4202ae1d70c465fd96de433a056f3f24c962455c2065fb5a34cdc84766e1e70,True,True,0.0,0.0,0.0,0.0,1.0,1.0,True,True
165,P7_C_EFFECT_RHO0,0.1,0.0,af47f52e582ba31ab90fc17a84de091424a52b402e0304c9e6125d9ad2b6b356,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
165,P7_D_EFFECT_RHO30,0.1,0.3,4132c723904c287e8ff18aff044284b5fdb9c67dd6469aea09ac24212ed3a25c,True,True,0.0,0.0,1.0,1.0,1.0,1.0,True,True
166,P7_A_NULL_RHO0,0.0,0.0,a09bbf7dfbed86cbf53741816cf33677787a6067b46113fef8826cd5700c05df,True,True,0.0,-0.0002999999999999982,0.0,0.0,1.0,1.0,True,True
