rep,seed,cell,fit_spec,true_effect,true_rho,n_models,n_items,n_obs,dataset_sha256,min_model_n_self,max_model_n_self,overall_self_prop,rho_model,x_mean,x_sd,context_item_level_shared,phase6_high_assignment_geometry,converged,singular,warnings,estimate,se,p_value,ci_low,ci_high,rejected_at_05,bias,ci_covers_truth,error,model_intercept_sd,model_slope_sd,model_intercept_slope_corr,item_intercept_sd,model_cov_min_eigenvalue,theta,theta_lower,singular_component,fit_error,evaluable,rejected,covered,singular_bool
59,92622059,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,c1a7a8b23ab863009eedf366887f2f41869f11a4696cdead8abd77e995cdf10e,200,200,0.5,0.3,5.506706202140776e-16,0.8061931406139172,True,True,True,False,[],-0.0219,0.0208,0.2921,-0.0628,0.0189,False,-0.0219,True,,0.0254,0.0252,,0.0631,0.0006,"[0.0631, 0.0254, 0.0252]","[0, 0, 0]",non_singular,,True,0.0,1.0,False
59,92622059,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,e2f2b97d454e7e26f2b4be91e7d2abbd6ffc6de3238760954c3c511c1d595be4,200,200,0.5,0.0,5.506706202140776e-16,0.8061931406139172,True,True,True,True,[],0.0761,0.0213,0.0004,0.0344,0.1179,True,-0.023900000000000005,True,,0.0,0.0463,,0.0636,0.0,"[0.0636, 0, -0.0463, 0.0023]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
59,92622059,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,e2f2b97d454e7e26f2b4be91e7d2abbd6ffc6de3238760954c3c511c1d595be4,200,200,0.5,0.0,5.506706202140776e-16,0.8061931406139172,True,True,True,False,[],0.0761,0.0212,0.0003,0.0345,0.1177,True,-0.023900000000000005,True,,0.0185,0.042,,0.0636,0.0003,"[0.0636, 0.0185, 0.042]","[0, 0, 0]",non_singular,,True,1.0,1.0,False
59,92622059,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,10331802819fbe0ba997ca9418bab1be45eb95933d138279b7f49272cc802be9,200,200,0.5,0.3,5.506706202140776e-16,0.8061931406139172,True,True,True,True,[],0.0764,0.0214,0.0004,0.0345,0.1183,True,-0.02360000000000001,True,,0.0,0.049,,0.0661,0.0,"[0.0661, 0, -0.049, 0.001]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
59,92622059,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,10331802819fbe0ba997ca9418bab1be45eb95933d138279b7f49272cc802be9,200,200,0.5,0.3,5.506706202140776e-16,0.8061931406139172,True,True,True,False,[],0.0763,0.0213,0.0003,0.0347,0.118,True,-0.0237,True,,0.0216,0.0433,,0.0662,0.0005,"[0.0662, 0.0216, 0.0433]","[0, 0, 0]",non_singular,,True,1.0,1.0,False
60,92622060,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,eb6420b08ec51f47543205a3c88e07ee2dba9574ba6185537dec72c0b49876c4,200,200,0.5,0.0,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.017,0.0207,0.4104,-0.0235,0.0575,False,0.017,True,,0.0,6.7257e-07,,0.0451,0.0,"[0.0451, 0, -6.7257e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,1.0,True
60,92622060,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,eb6420b08ec51f47543205a3c88e07ee2dba9574ba6185537dec72c0b49876c4,200,200,0.5,0.0,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.017,0.0207,0.4104,-0.0235,0.0575,False,0.017,True,,0.0,0.0,,0.0451,0.0,"[0.0451, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
60,92622060,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,8a830104a948be213256dc3d3e26f584789f1b0db7205a7d60e77eb2df725554,200,200,0.5,0.3,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.0174,0.0207,0.3989,-0.0231,0.058,False,0.0174,True,,4.1083e-07,1.8553e-06,-1.0,0.0443,2.5244000000000003e-29,"[0.0443, 4.1083e-07, -1.8553e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,1.0,True
60,92622060,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,8a830104a948be213256dc3d3e26f584789f1b0db7205a7d60e77eb2df725554,200,200,0.5,0.3,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.0174,0.0207,0.3989,-0.0231,0.058,False,0.0174,True,,2.0766e-07,1.954e-07,,0.0443,3.8181e-14,"[0.0443, 2.0766e-07, 1.954e-07]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
60,92622060,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,25dc68b2c052d46bf3612d8a80fa3bf3f57f3e04eb4ffd2c87910d359ea78067,200,200,0.5,0.0,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.1164,0.0208,2.2609e-08,0.0756,0.1571,True,0.016399999999999998,True,,4.61e-07,9.02e-07,-1.0,0.0403,0.0,"[0.0403, 4.61e-07, -9.02e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,1.0,True
60,92622060,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,25dc68b2c052d46bf3612d8a80fa3bf3f57f3e04eb4ffd2c87910d359ea78067,200,200,0.5,0.0,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.1164,0.0208,2.2605e-08,0.0756,0.1571,True,0.016399999999999998,True,,0.0,0.0,,0.0403,0.0,"[0.0403, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
60,92622060,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,636e1724755dc5bef8373a83c55a41c9e3f6cbccfb8a26425ce85038b6397464,200,200,0.5,0.3,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.1172,0.0208,1.7746e-08,0.0764,0.158,True,0.017199999999999993,True,,1.6814e-06,1.8993e-06,-1.0,0.0404,0.0,"[0.0404, 1.6814e-06, -1.8993e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,1.0,True
60,92622060,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,636e1724755dc5bef8373a83c55a41c9e3f6cbccfb8a26425ce85038b6397464,200,200,0.5,0.3,1.3677947663381929e-15,0.8884727304402931,True,True,True,True,[],0.1172,0.0208,1.7747e-08,0.0764,0.158,True,0.017199999999999993,True,,0.0,0.0,,0.0404,0.0,"[0.0404, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
61,92622061,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,a35998c922b0437834ca884fc92cae6a43f329fd45d601248fa1d573853b6444,200,200,0.5,0.0,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.0035,0.0221,0.8753,-0.0399,0.0468,False,0.0035,True,,0.0135,0.0777,-1.0,0.0,2.7105e-20,"[0, 0.0135, -0.0777, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
61,92622061,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,a35998c922b0437834ca884fc92cae6a43f329fd45d601248fa1d573853b6444,200,200,0.5,0.0,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.0035,0.0217,0.8702,-0.0389,0.046,False,0.0035,True,,0.0,0.0638,,0.0,0.0,"[0, 0, 0.0638]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
61,92622061,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,6835441a94b9e784cdfb3e3b918dbd727c19d53bd7681eaf0f3b8172504acb9d,200,200,0.5,0.3,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.0033,0.0221,0.8823,-0.04,0.0465,False,0.0033,True,,0.0123,0.0762,-1.0,0.0,3.6123e-10,"[0, 0.0123, -0.0762, 0.0001]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
61,92622061,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,6835441a94b9e784cdfb3e3b918dbd727c19d53bd7681eaf0f3b8172504acb9d,200,200,0.5,0.3,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.0033,0.0217,0.8779,-0.0391,0.0458,False,0.0033,True,,6.0898e-07,0.0635,,0.0,3.7085e-13,"[0, 6.0898e-07, 0.0635]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
61,92622061,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,03f1f59708dce9802d61f452e9d8acc08c5db65c3f8563d985c758d32d641233,200,200,0.5,0.0,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.1045,0.022,2.0975e-06,0.0613,0.1477,True,0.00449999999999999,True,,0.0184,0.0709,-1.0,0.0,2.441e-11,"[0, 0.0184, -0.0709, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
61,92622061,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,03f1f59708dce9802d61f452e9d8acc08c5db65c3f8563d985c758d32d641233,200,200,0.5,0.0,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.1046,0.0215,1.0945e-06,0.0625,0.1467,True,0.004599999999999993,True,,0.0,0.0505,,0.0,0.0,"[0, 0, 0.0505]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
61,92622061,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,69ebaa4d241815200821d9b116bcfe7a0c735951cf3671080c0b63a701091bc3,200,200,0.5,0.3,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.103,0.022,2.9391e-06,0.0598,0.1462,True,0.002999999999999989,True,,0.0159,0.0711,-1.0,1.4696e-06,2.8612e-11,"[1.4696e-06, 0.0159, -0.0711, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
61,92622061,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,69ebaa4d241815200821d9b116bcfe7a0c735951cf3671080c0b63a701091bc3,200,200,0.5,0.3,-6.572520305780928e-16,0.8836521471280456,True,True,True,True,[],0.1031,0.0215,1.7054e-06,0.0609,0.1453,True,0.0030999999999999917,True,,0.0,0.054,,0.0,0.0,"[0, 0, 0.054]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
62,92622062,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,ff7ae10390ec5f8ac74f6e5cc956321419ee84e4b5acf0a4ac6efde5929884cb,200,200,0.5,0.0,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],-0.0108,0.0213,0.6103,-0.0525,0.0309,False,-0.0108,True,,0.0138,0.0497,1.0,0.0,-2.7105e-20,"[0, 0.0138, 0.0497, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
62,92622062,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,ff7ae10390ec5f8ac74f6e5cc956321419ee84e4b5acf0a4ac6efde5929884cb,200,200,0.5,0.0,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],-0.0109,0.0216,0.6149,-0.0531,0.0314,False,-0.0109,True,,0.0,0.0614,,0.0,0.0,"[0, 0, 0.0614]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
62,92622062,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,5cca92b9eeb104b5c4e0b40f8b7af5329239fde4a2421b8901edfcdca7a1b5e8,200,200,0.5,0.3,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],-0.0097,0.0214,0.6501,-0.0516,0.0322,False,-0.0097,True,,0.0152,0.0539,1.0,0.0,2.7105e-20,"[0, 0.0152, 0.0539, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
62,92622062,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,5cca92b9eeb104b5c4e0b40f8b7af5329239fde4a2421b8901edfcdca7a1b5e8,200,200,0.5,0.3,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],-0.0097,0.0217,0.6554,-0.0523,0.0329,False,-0.0097,True,,0.0,0.067,,0.0,0.0,"[0, 0, 0.067]","[0, 0, 0]",model_intercept_sd_zero,,True,0.0,1.0,True
62,92622062,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,fcfc6cd84515b24bc0baffb5ef753848a02f99767e6b48b6b0f7185456957f79,200,200,0.5,0.0,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],0.0907,0.0217,0.0,0.0481,0.1333,True,-0.009300000000000003,True,,0.0,0.0625,,0.0327,0.0,"[0.0327, 0, -0.0625, 0.0005]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
62,92622062,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,fcfc6cd84515b24bc0baffb5ef753848a02f99767e6b48b6b0f7185456957f79,200,200,0.5,0.0,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],0.0907,0.0217,0.0,0.0481,0.1333,True,-0.009300000000000003,True,,0.0,0.0625,,0.0327,0.0,"[0.0327, 0, 0.0625]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
62,92622062,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,fd62204f33bfbf5e6b8e0048d85c596c97155654dafc31dbb7e2ef44a8b2cadc,200,200,0.5,0.3,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],0.0905,0.0219,0.0,0.0477,0.1334,True,-0.009500000000000008,True,,0.0,0.0663,,0.0315,0.0,"[0.0315, 0, -0.057, 0.0338]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
62,92622062,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,fd62204f33bfbf5e6b8e0048d85c596c97155654dafc31dbb7e2ef44a8b2cadc,200,200,0.5,0.3,9.769962616701378e-16,0.862321993492954,True,True,True,True,[],0.0905,0.0219,0.0,0.0477,0.1334,True,-0.009500000000000008,True,,0.0,0.0663,,0.0315,0.0,"[0.0315, 0, 0.0663]","[0, 0, 0]",model_intercept_sd_zero,,True,1.0,1.0,True
63,92622063,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,e7d3f5170d91fe833008ca34ce41f93c0d7d86066bbf8e7130a246d2b31e142b,200,200,0.5,0.0,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],-0.0174,0.0207,0.3996,-0.0579,0.0231,False,-0.0174,True,,0.0,1.8944e-07,,0.0,0.0,"[0, 0, 1.8944e-07, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,1.0,True
63,92622063,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,e7d3f5170d91fe833008ca34ce41f93c0d7d86066bbf8e7130a246d2b31e142b,200,200,0.5,0.0,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],-0.0174,0.0207,0.3996,-0.0579,0.0231,False,-0.0174,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
63,92622063,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,95ee1c0455537509c7120c76baa782347d23bc95cf6a4a3b9f3d5685371f0a34,200,200,0.5,0.3,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],-0.0176,0.0207,0.3938,-0.0581,0.0229,False,-0.0176,True,,0.0,2.6255e-06,,0.0,0.0,"[0, 0, 2.6255e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,1.0,True
63,92622063,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,95ee1c0455537509c7120c76baa782347d23bc95cf6a4a3b9f3d5685371f0a34,200,200,0.5,0.3,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],-0.0176,0.0207,0.3938,-0.0581,0.0229,False,-0.0176,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
63,92622063,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,a482889d332b473cd4a3e0d8a8ac74a43abe0737afe2ff585a3d249a4336312b,200,200,0.5,0.0,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],0.0885,0.0223,0.0001,0.0447,0.1324,True,-0.01150000000000001,True,,0.0427,0.0813,-1.0,0.0,2.1684000000000002e-19,"[0, 0.0427, -0.0813, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,1.0,1.0,True
63,92622063,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,a482889d332b473cd4a3e0d8a8ac74a43abe0737afe2ff585a3d249a4336312b,200,200,0.5,0.0,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],0.0885,0.0208,0.0,0.0477,0.1293,True,-0.01150000000000001,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
63,92622063,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,57a05b4c47d2a82d213de6344515fd0e92ddf1bbc5c0dbb9ba35f393f2749b6e,200,200,0.5,0.3,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],0.0876,0.0208,0.0,0.0468,0.1284,True,-0.012400000000000008,True,,0.0,1.7504e-06,,0.0,0.0,"[0, 0, 1.7504e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,1.0,True
63,92622063,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,57a05b4c47d2a82d213de6344515fd0e92ddf1bbc5c0dbb9ba35f393f2749b6e,200,200,0.5,0.3,-1.2434497875801754e-16,0.8430475121571723,True,True,True,True,[],0.0876,0.0208,0.0,0.0468,0.1284,True,-0.012400000000000008,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
64,92622064,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,79abefed7481f887530a4e51bd5587a218918cd314d9dad148287fdf938eeabb,200,200,0.5,0.0,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.0164,0.0207,0.4285,-0.0241,0.0568,False,0.0164,True,,0.0,6.7506e-06,-1.0,0.0,-6.4623e-27,"[0, 0, -6.7506e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,0.0,1.0,True
64,92622064,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,79abefed7481f887530a4e51bd5587a218918cd314d9dad148287fdf938eeabb,200,200,0.5,0.0,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.0164,0.0207,0.4285,-0.0241,0.0568,False,0.0164,True,,0.0,0.0,,0.0,0.0,"[0, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
64,92622064,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,d4a68c6ca7675f026c89f86b2e3ec1f8477b322242ed2f14aebc5a3b5ae59889,200,200,0.5,0.3,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.0127,0.0206,0.5378,-0.0277,0.0532,False,0.0127,True,,0.0076,0.0004,1.0,0.0,0.0,"[0, 0.0076, 0.0004, 0]","[0, 0, '-Inf', 0]",model_corr_boundary,,True,0.0,1.0,True
64,92622064,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,d4a68c6ca7675f026c89f86b2e3ec1f8477b322242ed2f14aebc5a3b5ae59889,200,200,0.5,0.3,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.0127,0.0206,0.5379,-0.0278,0.0532,False,0.0127,True,,0.0077,0.0,,2.4536e-07,0.0,"[2.4536e-07, 0.0077, 0]","[0, 0, 0]",model_slope_sd_zero,,True,0.0,1.0,True
64,92622064,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,81ade28417c40ec4f77478b65e19c18447c892f595a2166c6b2a30d3c3d6692a,200,200,0.5,0.0,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.1181,0.0208,1.356e-08,0.0773,0.1589,True,0.01809999999999999,True,,0.0001,0.0001,0.9835,8.8882e-08,1.1239e-10,"[8.8882e-08, 0.0001, 0.0001, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,1.0,True
64,92622064,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,81ade28417c40ec4f77478b65e19c18447c892f595a2166c6b2a30d3c3d6692a,200,200,0.5,0.0,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.1181,0.0208,1.356e-08,0.0773,0.1589,True,0.01809999999999999,True,,1.9875e-07,2.8614e-07,,1.8469e-07,3.95e-14,"[1.8469e-07, 1.9875e-07, 2.8614e-07]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,1.0,True
64,92622064,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,9152ba55c430c1bdfd62688af994f8496e5a5978b3ed702e6b8ed9257c3a561f,200,200,0.5,0.3,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.1172,0.0211,2.8469e-08,0.0758,0.1586,True,0.017199999999999993,True,,0.0,0.0367,,0.0,0.0,"[0, 0, -0.0338, 0.0142]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
64,92622064,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,9152ba55c430c1bdfd62688af994f8496e5a5978b3ed702e6b8ed9257c3a561f,200,200,0.5,0.3,6.217248937900876e-16,0.8652427745076168,True,True,True,True,[],0.1172,0.021,2.5952e-08,0.0759,0.1584,True,0.017199999999999993,True,,0.0163,0.0326,,1.4249e-09,0.0003,"[1.4249e-09, 0.0163, 0.0326]","[0, 0, 0]",item_intercept_sd_zero,,True,1.0,1.0,True
65,92622065,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,59026787540314da4cd10321a5b875e630e7c69eddfa2dd626f857b339887d60,200,200,0.5,0.0,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.0138,0.0229,0.5474,-0.0311,0.0586,False,0.0138,True,,0.0,0.097,,0.0,0.0,"[0, 0, -0.0955, 0.017]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
65,92622065,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,59026787540314da4cd10321a5b875e630e7c69eddfa2dd626f857b339887d60,200,200,0.5,0.0,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.0135,0.0224,0.546,-0.0304,0.0575,False,0.0135,True,,0.0437,0.086,,0.0,0.0019,"[0, 0.0437, 0.086]","[0, 0, 0]",item_intercept_sd_zero,,True,0.0,1.0,True
65,92622065,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,4a6f22b5f93c17cb72ef6fc8b9d14c29f7cdb1acaf1941e3910353d8cfebdee6,200,200,0.5,0.3,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.0142,0.0229,0.5349,-0.0307,0.0591,False,0.0142,True,,0.0,0.0975,,2.2485e-07,0.0,"[2.2485e-07, 0, -0.0975, 0.0002]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,0.0,1.0,True
65,92622065,P7_B_NULL_RHO30,M2,0.0,0.3,100,400,40000,4a6f22b5f93c17cb72ef6fc8b9d14c29f7cdb1acaf1941e3910353d8cfebdee6,200,200,0.5,0.3,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.014,0.0224,0.5335,-0.03,0.0579,False,0.014,True,,0.0439,0.0865,,0.0,0.0019,"[0, 0.0439, 0.0865]","[0, 0, 0]",item_intercept_sd_zero,,True,0.0,1.0,True
65,92622065,P7_C_EFFECT_RHO0,M1,0.1,0.0,100,400,40000,be36478791d2ef9b3b6f8a05d5bdcb35e0c231162be721bfd49b32da0d7ed5f6,200,200,0.5,0.0,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.1145,0.0229,5.9052e-07,0.0696,0.1594,True,0.014499999999999999,True,,0.0,0.0954,,0.0,0.0,"[0, 0, -0.0954, 0.0015]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
65,92622065,P7_C_EFFECT_RHO0,M2,0.1,0.0,100,400,40000,be36478791d2ef9b3b6f8a05d5bdcb35e0c231162be721bfd49b32da0d7ed5f6,200,200,0.5,0.0,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.1143,0.0225,3.7386e-07,0.0702,0.1583,True,0.014299999999999993,True,,0.0435,0.0843,,0.0,0.0019,"[0, 0.0435, 0.0843]","[0, 0, 0]",item_intercept_sd_zero,,True,1.0,1.0,True
65,92622065,P7_D_EFFECT_RHO30,M1,0.1,0.3,100,400,40000,22cbbb695ef6df4a3815a86287958d852804e88c4173ccc75cda6d4cc481e33e,200,200,0.5,0.3,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.1136,0.023,7.4556e-07,0.0686,0.1586,True,0.013600000000000001,True,,0.0,0.0962,,1.0747e-07,0.0,"[1.0747e-07, 0, -0.0962, 0.0003]","[0, 0, '-Inf', 0]",model_intercept_sd_zero,,True,1.0,1.0,True
65,92622065,P7_D_EFFECT_RHO30,M2,0.1,0.3,100,400,40000,22cbbb695ef6df4a3815a86287958d852804e88c4173ccc75cda6d4cc481e33e,200,200,0.5,0.3,-3.375077994860476e-16,0.7540904087652497,True,True,True,True,[],0.1134,0.0225,4.6142e-07,0.0693,0.1575,True,0.013399999999999995,True,,0.0449,0.0845,,3.2784e-08,0.002,"[3.2784e-08, 0.0449, 0.0845]","[0, 0, 0]",item_intercept_sd_zero,,True,1.0,1.0,True
66,92622066,P7_A_NULL_RHO0,M1,0.0,0.0,100,400,40000,4542d8bd33ec9b6a239b8da451df3cf122fc5de423abc5583acb90646844b8e0,200,200,0.5,0.0,-1.2434497875801754e-16,0.8398113966853609,True,True,True,True,[],-0.0451,0.0206,0.0285,-0.0855,-0.0048,True,-0.0451,False,,3.2424e-06,5.7184e-06,-1.0,0.0252,0.0,"[0.0252, 3.2424e-06, -5.7184e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,0.0,True
66,92622066,P7_A_NULL_RHO0,M2,0.0,0.0,100,400,40000,4542d8bd33ec9b6a239b8da451df3cf122fc5de423abc5583acb90646844b8e0,200,200,0.5,0.0,-1.2434497875801754e-16,0.8398113966853609,True,True,True,True,[],-0.0451,0.0206,0.0285,-0.0855,-0.0048,True,-0.0451,False,,0.0,0.0,,0.0252,0.0,"[0.0252, 0, 0]","[0, 0, 0]",model_slope_sd_zero,,True,1.0,0.0,True
66,92622066,P7_B_NULL_RHO30,M1,0.0,0.3,100,400,40000,da75a6bed60350bfbee4e71184e5fad71f80f233664f7486fe341380ddfc35d9,200,200,0.5,0.3,-1.2434497875801754e-16,0.8398113966853609,True,True,True,True,[],-0.0443,0.0206,0.0316,-0.0847,-0.0039,True,-0.0443,False,,0.0,2.5081e-06,,0.0215,0.0,"[0.0215, 0, 2.5081e-06, 0]","[0, 0, '-Inf', 0]",model_slope_sd_zero,,True,1.0,0.0,True
